id,mat_id,name,category,category_full,rho_bulk,rho_min,rho_max,rho_vib,rho_sc_tm3,flowability,flowability_raw,angle_repose,angle_surcharge,angle_internal_friction,wall_friction_deg,cohesion,bridging_risk,flow_regime,moisture_pct,temp_max,abr_code,abr_text,particle_class,size_code,particle_size_mm,Leq_default,Ceff_default,vfi,bucket_fill_factor,stream_spread_factor,Km,hazard_codes,lambda_ref,fill_max,cema_cls,cema_code,flags,confidence,source,note,app,custom
366,rice_husk_crushed,Rice husk crushed,BIO,Biomass,190.0,170.0,210.0,,0.19,3,3,42.0,,,,2.2,0.58,cohesive_flow,18.0,120.0,1,Low,D3,,,,,,,,,,0.89,0.32,III,11D332L,L,0.72,derived,Biomass — 11D332L,"[""conv"", ""dry"", ""cool"", ""sc""]",0
367,rice_husk_pelletized,Rice husk pelletized,BIO,Biomass,190.0,100.0,280.0,,0.19,3,3,44.0,,,,2.2,0.58,cohesive_flow,18.0,120.0,1,Low,D3,,,,,,,,,,0.78,0.32,III,12D332,,0.75,derived,Biomass — 12D332,"[""conv"", ""dry"", ""cool"", ""sc""]",0
368,rice_husk_powder,Rice husk powder,BIO,Biomass,200.0,150.0,250.0,,0.2,4,4,38.0,,,,5.4,0.95,cohesive_flow,18.0,60.0,1,Low,D3,,,,,,,,,,1.44,0.25,III,12D332X,X,0.72,derived,Biomass — 12D332X,"[""conv"", ""dry"", ""cool"", ""sc""]",0
369,rice_husk_granular,Rice husk granular,BIO,Biomass,190.0,100.0,280.0,,0.19,3,3,28.0,,,,2.2,0.58,cohesive_flow,18.0,120.0,1,Low,D3,,,,,,,,,,1.41,0.32,III,11D332O,O,0.72,derived,Biomass — 11D332O,"[""conv"", ""dry"", ""cool"", ""sc""]",0
370,rice_husk_raw,Rice husk raw,BIO,Biomass,170.0,120.0,220.0,,0.17,3,3,29.2,,,,2.2,0.58,cohesive_flow,18.0,60.0,1,Low,D3,,,,,,,,,,1.67,0.32,III,10D332X,X,0.72,derived,Biomass — 10D332X,"[""conv"", ""dry"", ""cool"", ""sc""]",0
371,corn_stover_dry,Corn stover dry,BIO,Biomass,160.0,90.0,230.0,,0.16,4,4,25.4,,,,4.5,0.9,cohesive_flow,1.5,120.0,1,Low,D7,,,,,,,,,,1.29,0.25,IV,9D742O,O,0.72,derived,Biomass — 9D742O,"[""conv"", ""dry"", ""cool"", ""sc""]",0
372,corn_stover_wet,Corn stover wet,BIO,Biomass,130.0,90.0,170.0,,0.13,4,4,32.0,,,,6.8,1.0,cohesive_flow,22.0,100.0,1,Low,D7,,,,,,,,,,1.7,0.25,IV,8D742L,L,0.72,derived,Biomass — 8D742L,"[""conv"", ""dry"", ""cool"", ""sc""]",0
373,corn_stover_fine,Corn stover fine,BIO,Biomass,170.0,110.0,220.0,,0.17,4,4,33.8,,,,5.4,0.95,cohesive_flow,18.0,60.0,1,Low,D7,,,,,,,,,,1.31,0.25,IV,10D742X,X,0.72,derived,Biomass — 10D742X,"[""conv"", ""dry"", ""cool"", ""sc""]",0
374,corn_stover_coarse,Corn stover coarse,BIO,Biomass,150.0,70.0,230.0,,0.15,4,4,28.3,,,,5.4,0.95,cohesive_flow,18.0,120.0,1,Low,D7,,,,,,,,,,1.1,0.25,IV,9D742,,0.75,derived,Biomass — 9D742,"[""conv"", ""dry"", ""cool"", ""sc""]",0
375,corn_stover_screened,Corn stover screened,BIO,Biomass,170.0,120.0,220.0,,0.17,4,4,26.0,,,,5.4,0.95,cohesive_flow,18.0,120.0,1,Low,D7,,,,,,,,,,1.18,0.25,IV,10D742,,0.75,derived,Biomass — 10D742,"[""conv"", ""dry"", ""cool"", ""sc""]",0
376,corn_stover_crushed,Corn stover crushed,BIO,Biomass,130.0,60.0,200.0,,0.13,4,4,35.0,,,,5.4,0.95,cohesive_flow,18.0,120.0,1,Low,D7,,,,,,,,,,0.91,0.25,IV,8D742L,L,0.72,derived,Biomass — 8D742L,"[""conv"", ""dry"", ""cool"", ""sc""]",0
377,corn_stover_pelletized,Corn stover pelletized,BIO,Biomass,110.0,80.0,150.0,,0.11,4,4,37.8,,,,4.5,0.9,cohesive_flow,1.5,120.0,1,Low,D7,,,,,,,,,,0.96,0.25,IV,6D742U,U,0.72,derived,Biomass — 6D742U,"[""conv"", ""dry"", ""cool"", ""sc""]",0
378,corn_stover_powder,Corn stover powder,BIO,Biomass,120.0,80.0,160.0,,0.12,4,4,38.0,,,,5.4,0.95,cohesive_flow,18.0,120.0,1,Low,D7,,,,,,,,,,0.66,0.25,IV,7D742L,L,0.72,derived,Biomass — 7D742L,"[""conv"", ""dry"", ""cool"", ""sc""]",0
379,corn_stover_granular,Corn stover granular,BIO,Biomass,140.0,130.0,160.0,,0.14,4,4,26.3,,,,5.4,0.95,cohesive_flow,18.0,120.0,1,Low,D7,,,,,,,,,,1.24,0.25,IV,8D742L,L,0.72,derived,Biomass — 8D742L,"[""conv"", ""dry"", ""cool"", ""sc""]",0
380,corn_stover_raw,Corn stover raw,BIO,Biomass,140.0,130.0,150.0,,0.14,4,4,33.6,,,,5.4,0.95,cohesive_flow,18.0,60.0,1,Low,D7,,,,,,,,,,0.73,0.25,IV,8D742X,X,0.72,derived,Biomass — 8D742X,"[""conv"", ""dry"", ""cool"", ""sc""]",0
381,flour_dry,Flour dry,FOOD,Food,560.0,510.0,620.0,,0.56,3,3,31.8,,,,1.8,0.47,cohesive_flow,5.0,80.0,1,Low,A100,,,,,,,,,,0.84,0.32,I,35A10032,,0.85,derived,Food — 35A10032,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
382,flour_wet,Flour wet,FOOD,Food,520.0,450.0,600.0,,0.52,4,4,35.0,,,,6.8,1.0,cohesive_flow,22.0,60.0,1,Low,A100,,,,,,,,,,0.87,0.25,I,32A10032X,X,0.82,derived,Food — 32A10032X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
383,flour_fine,Flour fine,FOOD,Food,570.0,500.0,640.0,,0.57,4,4,32.0,,,,4.5,0.9,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.6,0.25,I,35A10032L,L,0.82,derived,Food — 35A10032L,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
384,flour_coarse,Flour coarse,FOOD,Food,540.0,440.0,630.0,,0.54,3,3,44.3,,,,1.8,0.47,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,0.82,0.32,I,33A10032,,0.85,derived,Food — 33A10032,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
385,flour_screened,Flour screened,FOOD,Food,560.0,490.0,630.0,,0.56,3,3,25.7,,,,1.8,0.47,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,0.72,0.32,I,34A10032O,O,0.82,derived,Food — 34A10032O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
386,flour_crushed,Flour crushed,FOOD,Food,580.0,500.0,650.0,,0.58,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,1.64,0.25,I,36A10032M,M,0.82,derived,Food — 36A10032M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
387,flour_pelletized,Flour pelletized,FOOD,Food,570.0,510.0,620.0,,0.57,3,3,35.6,,,,1.8,0.47,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.07,0.32,I,35A10032,,0.85,derived,Food — 35A10032,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
388,flour_powder,Flour powder,FOOD,Food,570.0,460.0,680.0,,0.57,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.82,0.25,I,35A10032M,M,0.82,derived,Food — 35A10032M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
389,flour_granular,Flour granular,FOOD,Food,530.0,460.0,600.0,,0.53,3,3,35.0,,,,1.8,0.47,cohesive_flow,9.0,60.0,1,Low,A100,,,,,,,,,,1.49,0.32,I,32A10032X,X,0.82,derived,Food — 32A10032X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
390,flour_raw,Flour raw,FOOD,Food,560.0,470.0,640.0,,0.56,3,3,26.3,,,,1.8,0.47,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.23,0.32,I,34A10032O,O,0.82,derived,Food — 34A10032O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
391,sugar_granulated_dry,Sugar granulated dry,FOOD,Food,790.0,700.0,870.0,,0.79,3,3,37.2,,,,2.0,0.6,cohesive_flow,5.0,80.0,3,Medium,B6,,,,,,,,,,1.52,0.32,II,49B623M,M,0.82,derived,Food — 49B623M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
392,sugar_granulated_wet,Sugar granulated wet,FOOD,Food,760.0,680.0,830.0,,0.76,3,3,35.0,,,,3.0,0.88,cohesive_flow,22.0,80.0,3,Medium,B6,,,,,,,,,,1.78,0.32,II,"47B623L,M","L,M",0.82,derived,"Food — 47B623L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
393,sugar_granulated_fine,Sugar granulated fine,FOOD,Food,800.0,700.0,910.0,,0.8,3,3,32.0,,,,1.8,0.47,cohesive_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,1.47,0.32,II,50B623L,L,0.82,derived,Food — 50B623L,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
394,sugar_granulated_coarse,Sugar granulated coarse,FOOD,Food,780.0,730.0,830.0,,0.78,3,3,38.1,,,,2.4,0.7,cohesive_flow,18.0,80.0,3,Medium,B6,,,,,,,,,,1.29,0.32,II,"48B623L,M","L,M",0.82,derived,"Food — 48B623L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
395,sugar_granulated_screened,Sugar granulated screened,FOOD,Food,780.0,720.0,840.0,,0.78,3,3,43.4,,,,2.4,0.7,cohesive_flow,18.0,80.0,3,Medium,B6,,,,,,,,,,1.36,0.32,II,"48B623L,M","L,M",0.82,derived,"Food — 48B623L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
396,sugar_granulated_crushed,Sugar granulated crushed,FOOD,Food,780.0,700.0,870.0,,0.78,2,2,35.5,,,,0.6,0.17,funnel_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,0.95,0.4,II,48B623O,O,0.82,derived,Food — 48B623O,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
397,sugar_granulated_pelletized,Sugar granulated pelletized,FOOD,Food,810.0,710.0,910.0,,0.81,2,2,32.6,,,,0.6,0.17,funnel_flow,1.5,80.0,3,Medium,B6,,,,,,,,,,1.0,0.4,II,50B623U,U,0.82,derived,Food — 50B623U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
398,sugar_granulated_powder,Sugar granulated powder,FOOD,Food,810.0,730.0,890.0,,0.81,3,3,44.0,,,,1.8,0.47,cohesive_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,1.21,0.32,II,50B623,,0.85,derived,Food — 50B623,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
399,sugar_granulated_granular,Sugar granulated granular,FOOD,Food,800.0,760.0,840.0,,0.8,2,2,31.1,,,,0.6,0.17,funnel_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,0.96,0.4,II,50B623,,0.85,derived,Food — 50B623,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
400,sugar_granulated_raw,Sugar granulated raw,FOOD,Food,800.0,710.0,890.0,,0.8,2,2,34.0,,,,0.6,0.17,funnel_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,1.18,0.4,II,49B623,,0.85,derived,Food — 49B623,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
401,salt_dry,Salt dry,FOOD,Food,1230.0,1110.0,1360.0,,1.23,3,3,35.0,,,,2.0,0.6,cohesive_flow,5.0,80.0,3,Medium,B6,,,,,,,,,,1.14,0.32,II,"77B624L,M","L,M",0.82,derived,"Food — 77B624L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
402,salt_wet,Salt wet,FOOD,Food,1250.0,1130.0,1380.0,,1.25,3,3,35.0,,,,2.7,0.74,cohesive_flow,22.0,80.0,3,Medium,B6,,,,,,,,,,0.87,0.32,II,78B624U,U,0.82,derived,Food — 78B624U,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
403,salt_fine,Salt fine,FOOD,Food,1250.0,1160.0,1340.0,,1.25,3,3,32.0,,,,1.8,0.47,cohesive_flow,9.0,60.0,3,Medium,B6,,,,,,,,,,0.6,0.32,II,78B624X,X,0.82,derived,Food — 78B624X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
404,salt_coarse,Salt coarse,FOOD,Food,1250.0,1110.0,1400.0,,1.25,3,3,35.8,,,,2.4,0.7,cohesive_flow,18.0,80.0,3,Medium,B6,,,,,,,,,,1.72,0.32,II,"78B624L,M","L,M",0.82,derived,"Food — 78B624L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
405,salt_screened,Salt screened,FOOD,Food,1200.0,1070.0,1320.0,,1.2,2,2,25.2,,,,0.6,0.17,funnel_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,1.53,0.4,II,74B624,,0.85,derived,Food — 74B624,"[""conv"", ""dry"", ""mix"", ""sc""]",0
406,salt_crushed,Salt crushed,FOOD,Food,1240.0,1120.0,1360.0,,1.24,2,2,31.3,,,,0.6,0.17,funnel_flow,9.0,60.0,3,Medium,B6,,,,,,,,,,1.44,0.4,II,77B624X,X,0.82,derived,Food — 77B624X,"[""conv"", ""dry"", ""mix"", ""sc""]",0
407,salt_pelletized,Salt pelletized,FOOD,Food,1240.0,1100.0,1390.0,,1.24,2,2,33.9,,,,0.6,0.17,funnel_flow,1.5,80.0,3,Medium,B6,,,,,,,,,,1.02,0.4,II,77B624U,U,0.82,derived,Food — 77B624U,"[""conv"", ""dry"", ""mix"", ""sc""]",0
408,salt_powder,Salt powder,FOOD,Food,1260.0,1130.0,1390.0,,1.26,3,3,43.3,,,,1.8,0.47,cohesive_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,1.77,0.32,II,78B624O,O,0.82,derived,Food — 78B624O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
409,salt_granular,Salt granular,FOOD,Food,1260.0,1130.0,1380.0,,1.26,2,2,34.3,,,,0.6,0.17,funnel_flow,9.0,60.0,3,Medium,B6,,,,,,,,,,1.48,0.4,II,78B624X,X,0.82,derived,Food — 78B624X,"[""conv"", ""dry"", ""mix"", ""sc""]",0
410,salt_raw,Salt raw,FOOD,Food,1230.0,1100.0,1350.0,,1.23,2,2,38.5,,,,0.6,0.17,funnel_flow,9.0,80.0,3,Medium,B6,,,,,,,,,,1.31,0.4,II,76B624,,0.85,derived,Food — 76B624,"[""conv"", ""dry"", ""mix"", ""sc""]",0
411,milk_powder_dry,Milk powder dry,FOOD,Food,340.0,270.0,410.0,,0.34,4,4,38.0,,,,4.5,0.9,cohesive_flow,5.0,80.0,1,Low,A100,,,,,,,,,,0.71,0.25,I,21A10031,,0.85,derived,Food — 21A10031,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
412,milk_powder_wet,Milk powder wet,FOOD,Food,360.0,320.0,400.0,,0.36,4,4,38.0,,,,6.8,1.0,cohesive_flow,22.0,80.0,1,Low,A100,,,,,,,,,,0.95,0.25,I,22A10031O,O,0.82,derived,Food — 22A10031O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
413,milk_powder_fine,Milk powder fine,FOOD,Food,380.0,320.0,450.0,,0.38,4,4,38.0,,,,4.5,0.9,cohesive_flow,9.0,60.0,1,Low,A100,,,,,,,,,,1.05,0.25,I,23A10031X,X,0.82,derived,Food — 23A10031X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
414,milk_powder_coarse,Milk powder coarse,FOOD,Food,370.0,320.0,420.0,,0.37,4,4,40.9,,,,4.5,0.9,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.34,0.25,I,23A10031O,O,0.82,derived,Food — 23A10031O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
415,milk_powder_screened,Milk powder screened,FOOD,Food,370.0,330.0,410.0,,0.37,4,4,41.6,,,,4.5,0.9,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.64,0.25,I,23A10031O,O,0.82,derived,Food — 23A10031O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
416,milk_powder_crushed,Milk powder crushed,FOOD,Food,370.0,280.0,460.0,,0.37,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.56,0.25,I,23A10031M,M,0.82,derived,Food — 23A10031M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
417,milk_powder_pelletized,Milk powder pelletized,FOOD,Food,380.0,320.0,430.0,,0.38,4,4,44.4,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.59,0.25,I,"23A10031L,M","L,M",0.82,derived,"Food — 23A10031L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
418,milk_powder_powder,Milk powder powder,FOOD,Food,400.0,330.0,470.0,,0.4,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.53,0.25,I,"24A10031L,M","L,M",0.82,derived,"Food — 24A10031L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
419,milk_powder_granular,Milk powder granular,FOOD,Food,380.0,280.0,480.0,,0.38,4,4,38.4,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,1.57,0.25,I,"23A10031L,M","L,M",0.82,derived,"Food — 23A10031L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
420,milk_powder_raw,Milk powder raw,FOOD,Food,400.0,310.0,490.0,,0.4,4,4,41.2,,,,4.5,0.9,cohesive_flow,1.5,80.0,1,Low,A100,,,,,,,,,,0.92,0.25,I,24A10031U,U,0.82,derived,Food — 24A10031U,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
421,cocoa_powder_dry,Cocoa powder dry,FOOD,Food,290.0,210.0,360.0,,0.29,4,4,38.0,,,,4.5,0.9,cohesive_flow,5.0,80.0,1,Low,A100,,,,,,,,,,1.11,0.25,I,17A10041O,O,0.82,derived,Food — 17A10041O,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
422,cocoa_powder_wet,Cocoa powder wet,FOOD,Food,330.0,280.0,390.0,,0.33,4,4,38.0,,,,6.8,1.0,cohesive_flow,22.0,80.0,1,Low,A100,,,,,,,,,,1.15,0.25,I,20A10041L,L,0.82,derived,Food — 20A10041L,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
423,cocoa_powder_fine,Cocoa powder fine,FOOD,Food,330.0,250.0,410.0,,0.33,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.51,0.25,I,20A10041M,M,0.82,derived,Food — 20A10041M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
424,cocoa_powder_coarse,Cocoa powder coarse,FOOD,Food,300.0,210.0,390.0,,0.3,4,4,38.0,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.91,0.25,I,18A10041M,M,0.82,derived,Food — 18A10041M,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
425,cocoa_powder_screened,Cocoa powder screened,FOOD,Food,310.0,210.0,400.0,,0.31,4,4,43.2,,,,5.4,1.0,cohesive_flow,18.0,80.0,1,Low,A100,,,,,,,,,,0.67,0.25,I,"19A10041L,M","L,M",0.82,derived,"Food — 19A10041L,M","[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
426,cocoa_powder_crushed,Cocoa powder crushed,FOOD,Food,300.0,220.0,390.0,,0.3,4,4,38.0,,,,4.5,0.9,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.44,0.25,I,19A10041L,L,0.82,derived,Food — 19A10041L,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
427,cocoa_powder_pelletized,Cocoa powder pelletized,FOOD,Food,360.0,290.0,430.0,,0.36,4,4,38.0,,,,4.5,0.9,cohesive_flow,9.0,80.0,1,Low,A100,,,,,,,,,,1.64,0.25,I,22A10041,,0.85,derived,Food — 22A10041,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
428,cocoa_powder_powder,Cocoa powder powder,FOOD,Food,340.0,270.0,410.0,,0.34,4,4,39.6,,,,4.5,0.9,cohesive_flow,9.0,60.0,1,Low,A100,,,,,,,,,,1.13,0.25,I,21A10041X,X,0.82,derived,Food — 21A10041X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
429,cocoa_powder_granular,Cocoa powder granular,FOOD,Food,340.0,250.0,420.0,,0.34,4,4,43.1,,,,4.5,0.9,cohesive_flow,9.0,60.0,1,Low,A100,,,,,,,,,,1.25,0.25,I,21A10041X,X,0.82,derived,Food — 21A10041X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
430,cocoa_powder_raw,Cocoa powder raw,FOOD,Food,300.0,210.0,390.0,,0.3,4,4,38.0,,,,4.5,0.9,cohesive_flow,9.0,60.0,1,Low,A100,,,,,,,,,,0.9,0.25,I,18A10041X,X,0.82,derived,Food — 18A10041X,"[""conv"", ""dry"", ""mix"", ""react"", ""sc""]",0
431,coffee_beans_dry,Coffee beans dry,FOOD,Food,490.0,400.0,580.0,,0.49,1,1,25.7,,,,0.2,0.03,mass_flow,5.0,80.0,1,Low,C1/2,,,,,,,,,,0.71,0.45,III,30C1/211,,0.85,derived,Food — 30C1/211,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
432,coffee_beans_wet,Coffee beans wet,FOOD,Food,480.0,370.0,590.0,,0.48,2,2,36.6,,,,3.0,0.72,funnel_flow,22.0,80.0,1,Low,C1/2,,,,,,,,,,1.06,0.4,III,29C1/211M,M,0.82,derived,Food — 29C1/211M,"[""conv"", ""dry"", ""mix"", ""react"", ""feed"", ""sc""]",0
433,coffee_beans_fine,Coffee beans fine,FOOD,Food,470.0,390.0,540.0,,0.47,2,2,34.8,,,,0.8,0.2,funnel_flow,9.0,80.0,1,Low,C1/2,,,,,,,,,,1.23,0.4,III,29C1/211O,O,0.82,derived,Food — 29C1/211O,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
434,coffee_beans_coarse,Coffee beans coarse,FOOD,Food,510.0,440.0,590.0,,0.51,1,1,27.3,,,,0.2,0.03,mass_flow,1.5,80.0,1,Low,C1/2,,,,,,,,,,1.14,0.45,III,32C1/211U,U,0.82,derived,Food — 32C1/211U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
435,coffee_beans_screened,Coffee beans screened,FOOD,Food,480.0,440.0,520.0,,0.48,1,1,29.1,,,,0.2,0.03,mass_flow,1.5,80.0,1,Low,C1/2,,,,,,,,,,1.56,0.45,III,29C1/211U,U,0.82,derived,Food — 29C1/211U,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
436,coffee_beans_crushed,Coffee beans crushed,FOOD,Food,470.0,390.0,560.0,,0.47,1,1,38.6,,,,0.2,0.03,mass_flow,9.0,80.0,1,Low,C1/2,,,,,,,,,,1.45,0.45,III,29C1/211,,0.85,derived,Food — 29C1/211,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
437,coffee_beans_pelletized,Coffee beans pelletized,FOOD,Food,490.0,400.0,590.0,,0.49,1,1,29.7,,,,0.2,0.03,mass_flow,9.0,80.0,1,Low,C1/2,,,,,,,,,,0.7,0.45,III,30C1/211L,L,0.82,derived,Food — 30C1/211L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
438,coffee_beans_powder,Coffee beans powder,FOOD,Food,490.0,440.0,550.0,,0.49,2,2,40.4,,,,2.4,0.55,funnel_flow,18.0,80.0,1,Low,C1/2,,,,,,,,,,1.54,0.4,III,"30C1/211L,M","L,M",0.82,derived,"Food — 30C1/211L,M","[""conv"", ""dry"", ""mix"", ""react"", ""feed"", ""sc""]",0
439,coffee_beans_granular,Coffee beans granular,FOOD,Food,500.0,410.0,580.0,,0.5,1,1,36.5,,,,0.2,0.03,mass_flow,9.0,80.0,1,Low,C1/2,,,,,,,,,,1.39,0.45,III,31C1/211L,L,0.82,derived,Food — 31C1/211L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
440,coffee_beans_raw,Coffee beans raw,FOOD,Food,480.0,400.0,570.0,,0.48,1,1,33.5,,,,0.2,0.03,mass_flow,9.0,80.0,1,Low,C1/2,,,,,,,,,,1.44,0.45,III,30C1/211L,L,0.82,derived,Food — 30C1/211L,"[""conv"", ""dry"", ""mix"", ""feed"", ""sc""]",0
441,cement,Cement,CONST,Construction,1400.0,1230.0,1570.0,,1.4,3,3,30.0,,,,0.8,0.3,funnel_flow,0.5,150.0,3,Medium,A200,,,,,,,,,,1.6,0.3,II,,,0.9,engineered,"Portland cement, dry","[""conv"", ""mix"", ""dry"", ""sc""]",0
442,sand,Sand,CONST,Construction,1600.0,1410.0,1790.0,,1.6,4,8,35.0,,,,0.0,0.3,funnel_flow,0.5,300.0,5,High,A100,,,,,,,,,,1.7,0.3,III,,,0.9,engineered,Dry construction sand,"[""conv"", ""mix"", ""dry"", ""sc""]",0
443,fly_ash,Fly Ash,CONST,Construction,900.0,790.0,1010.0,,0.9,3,3,40.0,,,,1.0,0.3,funnel_flow,2.0,200.0,1,Low,A200,,,,,,,,,,1.8,0.25,II,,,0.9,engineered,Coal combustion residual,"[""conv"", ""mix"", ""dry"", ""sc""]",0
444,coal,Coal,MIN,Mining,800.0,700.0,900.0,,0.8,4,5,38.0,,,,0.3,0.3,funnel_flow,8.0,80.0,1,Low,B6,,,,,,,,,,1.5,0.3,I,,,0.9,engineered,Bituminous coal,"[""conv"", ""mix"", ""dry"", ""sc""]",0
445,grain_wheat,Grain (Wheat),GRAIN,Agriculture,750.0,660.0,840.0,,0.75,4,8,28.0,,,,0.1,0.3,funnel_flow,14.0,50.0,1,Low,A40,,,,,,,,,,1.2,0.45,I,,,0.9,engineered,Wheat grain,"[""conv"", ""mix"", ""dry"", ""sc""]",0
446,grain_corn,Grain (Corn),GRAIN,Agriculture,720.0,630.0,810.0,,0.72,4,8,27.0,,,,0.1,0.3,funnel_flow,15.0,50.0,1,Low,A40,,,,,,,,,,1.2,0.45,I,,,0.9,engineered,Corn/maize,"[""conv"", ""mix"", ""dry"", ""sc""]",0
447,limestone,Limestone,CONST,Construction,1300.0,1140.0,1460.0,,1.3,4,6,38.0,,,,0.2,0.3,funnel_flow,0.5,300.0,5,High,B6,,,,,,,,,,1.6,0.3,III,,,0.9,engineered,Crushed limestone,"[""conv"", ""mix"", ""dry"", ""sc""]",0
448,gypsum,Gypsum,CONST,Construction,1100.0,970.0,1230.0,,1.1,4,4,40.0,,,,0.5,0.3,funnel_flow,0.5,120.0,3,Medium,A100,,,,,,,,,,1.6,0.3,II,,,0.9,engineered,Dry powdered gypsum,"[""conv"", ""mix"", ""dry"", ""sc""]",0
449,salt,Salt,FOOD,Food,1200.0,1060.0,1340.0,,1.2,4,6,32.0,,,,0.4,0.3,funnel_flow,0.1,200.0,1,Low,A100,,,,,,,,,,1.5,0.35,II,,,0.9,engineered,Industrial salt,"[""conv"", ""mix"", ""dry"", ""sc""]",0
